Ticker,Market Cap (B),Revenue (ttm) (B),Profit Margin (%),52 Week Change (%),Cluster
Ameren Corporation (AEE),23.11,7.17,13.999999999999991,2.000000000000005,0
Iron Mountain Incorporated (IRM),14.239999999999998,4.98,10.000000000000014,-2.000000000000005,0
Humana Inc. (HUM),64.97,91.49,2.9999999999999827,10.000000000000005,0
IDEX Corporation (IEX),17.38,3.0900000000000003,19.0,0.0,0
The Charles Schwab Corporation (SCHW),153.48,19.93,34.00000000000002,-4.0,0
"Universal Health Services, Inc. (UHS)",9.95,13.23,6.000000000000002,6.999999999999997,0
AbbVie Inc. (ABBV),288.24,57.82,23.00000000000001,20.00000000000001,0
The Southern Company (SO),78.68,28.0,12.000000000000004,5.999999999999995,0
Duke Energy Corporation (DUK),79.24,27.6,13.999999999999991,0.0,0
"Altria Group, Inc. (MO)",82.17,20.69,23.00000000000001,-4.0,0
"PepsiCo, Inc. (PEP)",250.4,83.64,12.000000000000004,5.000000000000003,0
The Coca-Cola Company (KO),274.91,42.34,23.00000000000001,8.0,0
"Marsh & McLennan Companies, Inc. (MMC)",82.72,20.84,16.000000000000014,0.0,0
"T-Mobile US, Inc. (TMUS)",173.44,80.08,1.9999999999999885,21.999999999999996,0
"Huntington Ingalls Industries, Inc. (HII)",9.15,10.54,5.000000000000007,24.0,0
"Mondelez International, Inc. (MDLZ)",91.46,30.459999999999997,10.000000000000014,2.000000000000005,0
Chubb Limited (CB),91.24,41.68,14.999999999999986,16.0,0
McDonald's Corporation (MCD),194.17,23.27,25.0,-1.0000000000000024,0
"Regeneron Pharmaceuticals, Inc. (REGN)",77.65,13.71,38.99999999999999,14.999999999999998,0
"The TJX Companies, Inc. (TJX)",90.93,49.27,6.999999999999996,5.000000000000003,0
Linde plc (LIN),162.03,33.76,11.000000000000009,-2.9999999999999973,0
Pinnacle West Capital Corporation (PNW),8.69,4.11,12.999999999999996,10.999999999999998,0
Philip Morris International Inc. (PM),156.86,31.71,27.999999999999982,5.999999999999995,0
"Gilead Sciences, Inc. (GILD)",106.62,27.14,12.000000000000004,17.000000000000004,0
Bristol-Myers Squibb Company (BMY),153.3,46.74000000000001,13.999999999999991,17.000000000000004,0
Raytheon Technologies Corporation (RTX),145.74,66.03,6.999999999999996,14.999999999999998,0
"Rollins, Inc. (ROL)",18.05,2.63,12.999999999999996,9.000000000000002,0
Honeywell International Inc. (HON),144.48,34.94,14.999999999999986,4.0,0
Amgen Inc. (AMGN),139.49,26.330000000000002,25.999999999999993,16.0,0
Deere & Company (DE),127.84,52.56,13.999999999999991,21.999999999999996,0
Elevance Health Inc. (ELV),122.49,153.25,4.000000000000013,10.000000000000005,0
AT&T Inc. (T),131.49,155.32,12.999999999999996,-4.0,0
Caterpillar Inc. (CAT),126.53,56.63,12.999999999999996,16.0,0
"Automatic Data Processing, Inc. (ADP)",99.82,16.88,18.000000000000004,-1.0000000000000024,0
The Progressive Corporation (PGR),75.89,48.61,1.9999999999999885,27.99999999999999,0
International Business Machines Corporation (IBM),128.77,60.54,1.9999999999999885,4.0,0
"Air Products and Chemicals, Inc. (APD)",68.74,12.7,18.000000000000004,5.000000000000003,0
Johnson & Johnson (JNJ),461.87,96.04000000000002,19.999999999999993,4.0,0
Boston Scientific Corporation (BSX),66.39,12.57,5.000000000000007,6.999999999999997,0
"Becton, Dickinson and Company (BDX)",72.29,18.87,8.999999999999984,4.0,0
The Procter & Gamble Company (PG),364.81,80.46,18.000000000000004,-5.999999999999995,0
Vertex Pharmaceuticals Incorporated (VRTX),73.35,8.7,38.0,29.999999999999996,0
AmerisourceBergen Corporation (ABC),33.82,238.59000000000003,0.9999999999999942,25.000000000000004,1
Arch Capital Group Ltd. (ACGL),23.340000000000003,8.86,13.999999999999991,42.00000000000001,1
W. R. Berkley Corporation (WRB),19.62,10.729999999999999,12.000000000000004,34.999999999999986,1
Targa Resources Corp. (TRGP),16.29,21.82,2.9999999999999827,37.99999999999999,1
"First Solar, Inc. (FSLR)",16.01,2.52,4.000000000000013,68.00000000000001,1
Lockheed Martin Corporation (LMT),126.64,64.72,8.999999999999984,36.99999999999999,1
Devon Energy Corporation (DVN),39.8,18.78,34.00000000000002,34.00000000000001,1
Phillips 66 (PSX),49.21,162.31,6.000000000000002,36.99999999999999,1
Cigna Corporation (CI),101.46,180.02999999999997,4.000000000000013,41.0,1
Halliburton Company (HAL),34.58,18.99,8.999999999999984,61.99999999999999,1
"Enphase Energy, Inc. (ENPH)",36.09,2.02,14.999999999999986,43.99999999999999,1
Hess Corporation (HES),43.43,10.46,18.000000000000004,82.99999999999999,1
Constellation Energy Corporation (CEG),28.380000000000003,22.64,-0.9999999999999942,107.00000000000001,1
"Lamb Weston Holdings, Inc. (LW)",12.79,4.24,10.000000000000014,39.0,1
EQT Corporation (EQT),13.34,11.49,16.000000000000014,55.0,1
PG&E Corporation (PCG),34.3,21.560000000000002,7.99999999999999,34.00000000000001,1
APA Corporation (APA),14.53,10.87,32.99999999999999,64.0,1
ConocoPhillips (COP),143.68,76.9,23.00000000000001,58.00000000000001,1
"Steel Dynamics, Inc. (STLD)",17.28,22.75,19.0,59.99999999999999,1
Valero Energy Corporation (VLO),47.95,165.16,6.000000000000002,64.0,1
Eli Lilly and Company (LLY),347.02,29.24,20.999999999999986,34.999999999999986,1
Schlumberger Limited (SLB),75.86,26.439999999999998,11.000000000000009,66.99999999999999,1
Marathon Petroleum Corporation (MPC),54.54999999999999,173.76,6.999999999999996,77.00000000000001,1
Occidental Petroleum Corporation (OXY),56.43,36.33,36.00000000000001,100.99999999999999,1
"Cardinal Health, Inc. (CAH)",20.600000000000005,187.0,-0.9999999999999942,49.0,1
"Merck & Co., Inc. (MRK)",284.27,58.97,25.999999999999993,43.99999999999999,1
McKesson Corporation (MCK),53.53,272.03,0.9999999999999942,50.999999999999986,1
Marathon Oil Corporation (MRO),16.88,7.7,49.00000000000001,59.00000000000001,1
Chevron Corporation (CVX),342.22,227.05,14.999999999999986,50.00000000000001,1
Northrop Grumman Corporation (NOC),83.3,35.21,16.000000000000014,41.0,1
"EOG Resources, Inc. (EOG)",74.83,29.03,25.999999999999993,41.0,1
Archer-Daniels-Midland Company (ADM),51.43,98.71,4.000000000000013,36.99999999999999,1
"Essex Property Trust, Inc. (ESS)",13.87,1.64,22.000000000000018,-39.0,2
SVB Financial Group (SIVB),13.87,5.83,30.000000000000007,-66.0,2
"Teradyne, Inc. (TER)",13.63,3.3100000000000005,23.00000000000001,-47.0,2
Cognizant Technology Solutions Corporation (CTSH),29.36,19.37,12.000000000000004,-36.0,2
"NetApp, Inc. (NTAP)",12.54,6.55,23.00000000000001,-35.0,2
Vornado Realty Trust (VNO),3.99,1.8899999999999997,7.99999999999999,-52.0,2
Lincoln National Corporation (LNC),5.19,19.19,-10.000000000000014,-56.0,2
Carnival Corporation & plc (CCL),10.5,12.17,-50.0,-61.99999999999999,2
"West Pharmaceutical Services, Inc. (WST)",17.53,2.91,22.000000000000018,-45.99999999999999,2
Whirlpool Corporation (WHR),7.54,20.620000000000005,1.9999999999999885,-38.0,2
DaVita Inc. (DVA),6.78,11.64,6.000000000000002,-35.0,2
"Netflix, Inc. (NFLX)",123.22,31.47,16.000000000000014,-51.0,2
DISH Network Corporation (DISH),7.16,17.08,11.000000000000009,-58.00000000000001,2
"Tyler Technologies, Inc. (TYL)",13.36,1.83,10.000000000000014,-38.0,2
"Salesforce, Inc. (CRM)",128.47,30.29,0.9999999999999942,-48.0,2
"Digital Realty Trust, Inc. (DLR)",28.580000000000002,4.510000000000001,31.999999999999996,-42.0,2
"Hasbro, Inc. (HAS)",8.04,6.19,6.999999999999996,-40.0,2
"T. Rowe Price Group, Inc. (TROW)",24.74,6.93,29.000000000000014,-43.0,2
"Lumen Technologies, Inc. (LUMN)",5.48,18.52,11.000000000000009,-58.00000000000001,2
"Meta Platforms, Inc. (META)",310.69,118.12,24.000000000000007,-64.0,2
"ANSYS, Inc. (ANSS)",21.22,2.03,23.00000000000001,-38.0,2
"Align Technology, Inc. (ALGN)",15.98,3.8599999999999994,12.999999999999996,-67.0,2
Ball Corporation (BALL),15.88,15.48,6.000000000000002,-45.0,2
"Etsy, Inc. (ETSY)",15.25,2.48,-25.999999999999993,-42.0,2
"Alexandria Real Estate Equities, Inc. (ARE)",23.540000000000003,2.5,22.000000000000018,-34.0,2
Generac Holdings Inc. (GNRC),6.1,4.58,10.000000000000014,-71.0,2
First Republic Bank (FRC),22.5,5.69,29.000000000000014,-38.0,2
DENTSPLY SIRONA Inc. (XRAY),6.94,4.0600000000000005,-19.999999999999993,-43.0,2
Zebra Technologies Corporation (ZBRA),12.74,5.74,7.99999999999999,-56.0,2
Signature Bank (SBNY),7.25,2.54,51.999999999999986,-65.0,2
"Tesla, Inc. (TSLA)",355.91,74.86,14.999999999999986,-70.0,2
"Mohawk Industries, Inc. (MHK)",6.24,11.85,1.9999999999999885,-45.0,2
Norwegian Cruise Line Holdings Ltd. (NCLH),5.25,3.810000000000001,-88.0,-44.0,2
Accenture plc (ACN),167.08,62.38,11.000000000000009,-34.0,2
Pentair plc (PNR),7.23,4.11,12.999999999999996,-36.0,2
"Take-Two Interactive Software, Inc. (TTWO)",17.01,4.330000000000001,-1.9999999999999885,-43.0,2
The Walt Disney Company (DIS),158.98,82.72,4.000000000000013,-44.0,2
Aptiv PLC (APTV),24.46,16.98,1.9999999999999885,-44.0,2
"Skyworks Solutions, Inc. (SWKS)",13.9,5.49,23.00000000000001,-43.0,2
Adobe Inc. (ADBE),156.45,17.61,26.99999999999999,-40.0,2
NVIDIA Corporation (NVDA),345.29,28.57,20.999999999999986,-52.0,2
Baxter International Inc. (BAX),25.63,14.74,-16.000000000000014,-41.0,2
"EPAM Systems, Inc. (EPAM)",18.21,4.7,8.999999999999984,-48.0,2
Newell Brands Inc. (NWL),5.39,9.98,6.000000000000002,-41.0,2
International Flavors & Fragrances Inc. (IFF),26.800000000000004,12.63,-13.999999999999991,-30.0,2
eBay Inc. (EBAY),21.66,9.9,0.0,-37.0,2
"Warner Bros. Discovery, Inc. (WBD)",21.54,26.0,-19.999999999999993,-63.0,2
Invitation Homes Inc. (INVH),18.36,2.17,16.000000000000014,-33.0,2
Seagate Technology Holdings plc (STX),10.95,10.58,11.000000000000009,-53.0,2
Lam Research Corporation (LRCX),55.3,18.0,26.99999999999999,-42.0,2
Pool Corporation (POOL),11.99,6.12,12.999999999999996,-44.0,2
Masco Corporation (MAS),10.41,8.78,10.000000000000014,-32.0,2
Zoetis Inc. (ZTS),67.04,8.01,25.999999999999993,-37.0,2
"Advanced Micro Devices, Inc. (AMD)",100.89,22.830000000000002,10.000000000000014,-57.0,2
V.F. Corporation (VFC),10.05,11.79,4.000000000000013,-63.0,2
"Caesars Entertainment, Inc. (CZR)",8.96,10.59,-11.000000000000009,-56.0,2
"UDR, Inc. (UDR)",12.67,1.4599999999999997,11.000000000000009,-35.0,2
"Micron Technology, Inc. (MU)",55.27,27.16,23.00000000000001,-47.0,2
"Advance Auto Parts, Inc. (AAP)",8.61,11.08,4.000000000000013,-38.0,2
"Match Group, Inc. (MTCH)",10.99,3.21,2.9999999999999827,-69.0,2
"Domino's Pizza, Inc. (DPZ)",12.38,4.490000000000001,10.000000000000014,-37.0,2
"Fidelity National Information Services, Inc. (FIS)",39.92,14.489999999999998,6.000000000000002,-40.0,2
"Bath & Body Works, Inc. (BBWI)",9.31,7.7,12.000000000000004,-40.0,2
FedEx Corporation (FDX),43.68,94.09,4.000000000000013,-32.0,2
Royal Caribbean Cruises Ltd. (RCL),12.25,7.22,-42.00000000000001,-38.0,2
"ServiceNow, Inc. (NOW)",76.89,6.92,2.9999999999999827,-38.0,2
General Motors Company (GM),47.83,147.21,6.999999999999996,-45.0,2
"Bio-Rad Laboratories, Inc. (BIO)",12.28,2.7999999999999994,-214.99999999999997,-42.0,2
"PayPal Holdings, Inc. (PYPL)",77.01,27.05,7.99999999999999,-64.0,2
Edwards Lifesciences Corporation (EW),45.5,5.36,26.99999999999999,-41.0,2
"Qorvo, Inc. (QRVO)",9.16,4.47,14.999999999999986,-43.0,2
"Charles River Laboratories International, Inc. (CRL)",10.94,3.7799999999999994,12.000000000000004,-38.0,2
"Stanley Black & Decker, Inc. (SWK)",10.68,17.28,7.99999999999999,-59.0,2
"Applied Materials, Inc. (AMAT)",82.0,25.78,25.0,-39.0,2
"Autodesk, Inc. (ADSK)",40.2,4.9,12.999999999999996,-34.0,2
Celanese Corporation (CE),11.25,9.6,17.00000000000001,-38.0,2
Target Corporation (TGT),67.11,108.72000000000001,2.9999999999999827,-36.0,2
Ford Motor Company (F),45.03,151.74,6.000000000000002,-47.0,2
Ceridian HCM Holding Inc. (CDAY),9.31,1.19,-6.999999999999996,-40.0,2
"Expedia Group, Inc. (EXPE)",13.06,11.33,5.000000000000007,-53.0,2
Paramount Global (PARA),11.0,30.02,10.000000000000014,-48.0,2
Western Digital Corporation (WDC),9.6,17.48,5.000000000000007,-52.0,2
"F5, Inc. (FFIV)",8.38,2.7,12.000000000000004,-41.0,2
Capital One Financial Corporation (COF),34.24,29.52,29.000000000000014,-38.0,2
Intuit Inc. (INTU),108.01,13.32,13.999999999999991,-38.0,2
"IDEXX Laboratories, Inc. (IDXX)",33.79,3.34,19.999999999999993,-35.0,2
"Charter Communications, Inc. (CHTR)",51.81,53.56,10.000000000000014,-48.0,2
QUALCOMM Incorporated (QCOM),123.13,44.20000000000001,29.000000000000014,-41.0,2
Ecolab Inc. (ECL),40.96,13.88,7.99999999999999,-36.0,2
"Boston Properties, Inc. (BXP)",10.59,3.0400000000000005,30.000000000000007,-44.0,2
"CarMax, Inc. (KMX)",9.36,33.05,1.9999999999999885,-52.0,2
Robert Half International Inc. (RHI),8.01,7.28,8.999999999999984,-33.0,2
"Catalent, Inc. (CTLT)",7.73,4.82,8.999999999999984,-64.0,2
"Illumina, Inc. (ILMN)",30.01,4.7,-88.0,-47.0,2
Intel Corporation (INTC),107.05,69.54,19.0,-51.0,2
"Live Nation Entertainment, Inc. (LYV)",16.2,15.09,1.9999999999999885,-42.0,2
Trimble Inc. (TRMB),12.45,3.7500000000000004,12.999999999999996,-42.0,2
American Airlines Group Inc. (AAL),8.25,45.21,-4.000000000000013,-32.0,2
"Monolithic Power Systems, Inc. (MPWR)",15.97,1.67,23.00000000000001,-29.000000000000004,3
"Expeditors International of Washington, Inc. (EXPD)",16.74,19.030000000000005,7.99999999999999,-20.0,3
"Darden Restaurants, Inc. (DRI)",16.86,9.98,8.999999999999984,-5.999999999999995,3
DXC Technology Company (DXC),5.98,15.37,5.000000000000007,-20.0,3
Regency Centers Corporation (REG),10.55,1.27,36.00000000000001,-18.000000000000004,3
BorgWarner Inc. (BWA),9.4,15.35,5.000000000000007,-10.000000000000005,3
The Clorox Company (CLX),17.57,7.04,6.000000000000002,-18.999999999999996,3
"Juniper Networks, Inc. (JNPR)",10.399999999999999,5.15,7.99999999999999,-9.000000000000002,3
MGM Resorts International (MGM),12.45,12.55,11.000000000000009,-26.999999999999996,3
Eastman Chemical Company (EMN),9.91,10.9,11.000000000000009,-30.999999999999996,3
"Alaska Air Group, Inc. (ALK)",5.359999999999999,9.07,0.9999999999999942,-21.000000000000004,3
MarketAxess Holdings Inc. (MKTX),10.399999999999999,0.7099999999999999,34.00000000000002,-29.000000000000004,3
"The Cooper Companies, Inc. (COO)",16.319999999999997,3.3100000000000005,12.000000000000004,-21.000000000000004,3
Fox Corporation (FOX),15.87,14.12,7.99999999999999,-18.000000000000004,3
Ralph Lauren Corporation (RL),6.97,6.41,7.99999999999999,-13.000000000000002,3
"Best Buy Co., Inc. (BBY)",17.74,47.93,2.9999999999999827,-20.0,3
Cincinnati Financial Corporation (CINF),16.37,6.77,0.0,-8.0,3
Jacobs Solutions Inc. (J),15.09,14.92,4.000000000000013,-13.000000000000002,3
"PulteGroup, Inc. (PHM)",10.23,15.42,16.000000000000014,-18.000000000000004,3
Allegion plc (ALLE),9.16,3.1200000000000006,13.999999999999991,-17.000000000000004,3
KeyCorp (KEY),16.26,7.06,30.000000000000007,-26.000000000000004,3
"Broadridge Financial Solutions, Inc. (BR)",15.69,5.8,8.999999999999984,-24.0,3
Viatris Inc. (VTRS),13.5,16.73,5.000000000000007,-21.999999999999996,3
Fox Corporation (FOXA),15.87,14.12,7.99999999999999,-18.999999999999996,3
"NVR, Inc. (NVR)",14.59,10.07,16.000000000000014,-18.999999999999996,3
International Paper Company (IP),12.35,21.11,8.999999999999984,-26.000000000000004,3
Federal Realty Investment Trust (FRT),8.18,1.05,36.00000000000001,-25.000000000000004,3
"NRG Energy, Inc. (NRG)",7.34,30.73,6.000000000000002,-25.000000000000004,3
"Wynn Resorts, Limited (WYNN)",9.34,3.79,-17.00000000000001,-6.999999999999997,3
Garmin Ltd. (GRMN),17.79,4.95,19.999999999999993,-30.0,3
LKQ Corporation (LKQ),14.43,12.98,8.999999999999984,-8.0,3
"FLEETCOR Technologies, Inc. (FLT)",13.24,3.35,29.000000000000014,-20.0,3
Alliant Energy Corporation (LNT),14.06,4.07,16.000000000000014,-8.0,3
Kimco Realty Corporation (KIM),13.15,1.71,14.999999999999986,-13.999999999999995,3
Invesco Ltd. (IVZ),8.32,6.369999999999999,18.000000000000004,-21.000000000000004,3
"Healthpeak Properties, Inc. (PEAK)",13.280000000000001,2.02,25.999999999999993,-30.0,3
"Akamai Technologies, Inc. (AKAM)",13.26,3.5900000000000003,13.999999999999991,-28.0,3
Bio-Techne Corporation (TECH),12.67,1.12,25.999999999999993,-30.999999999999996,3
"The Interpublic Group of Companies, Inc. (IPG)",13.05,9.45,11.000000000000009,-10.999999999999998,3
Hormel Foods Corporation (HRL),24.79,12.46,7.99999999999999,-6.999999999999997,3
"Brown & Brown, Inc. (BRO)",16.02,3.4100000000000006,18.000000000000004,-16.0,3
"United Airlines Holdings, Inc. (UAL)",12.19,40.75,-1.9999999999999885,-17.000000000000004,3
"Evergy, Inc. (EVRG)",14.51,5.7,13.999999999999991,-6.999999999999997,3
Gen Digital Inc. (GEN),13.96,2.87,20.999999999999986,-18.999999999999996,3
Camden Property Trust (CPT),11.88,1.37,60.000000000000014,-36.0,3
"C.H. Robinson Worldwide, Inc. (CHRW)",10.86,26.13,4.000000000000013,-13.999999999999995,3
FactSet Research Systems Inc. (FDS),15.07,1.92,22.000000000000018,-14.999999999999998,3
